Users,HealthStatus,JobType,ActivityType
4951,HEALTHY,Others,Working
4952,HEALTHY,Others,Working
4953,HEALTHY,Others,Working
4954,HEALTHY,Others,Working
4955,HEALTHY,Others,Working
4956,COVID19,Others,Working
4957,COVID19,Others,Working
4958,HEALTHY,Others,Working
4959,COVID19,Others,Working
4960,HEALTHY,Others,Working
4961,COVID19,Others,Working
4962,HEALTHY,Others,Working
4963,COVID19,Others,Working
4964,HEALTHY,Others,Working
4965,HEALTHY,Others,Working
4966,HEALTHY,Others,Working
4967,HEALTHY,Others,Working
4968,COVID19,Others,Working
4969,HEALTHY,Others,Working
4970,HEALTHY,Others,Working
4971,HEALTHY,Others,Working
4972,HEALTHY,Others,Working
4973,COVID19,Others,Working
4974,HEALTHY,Others,Working
4975,COVID19,Others,Working
4976,HEALTHY,Others,Working
4977,HEALTHY,Others,Working
4978,COVID19,Others,Working
4979,HEALTHY,Others,Working
4980,HEALTHY,Others,Working
4981,HEALTHY,Others,Working
4982,HEALTHY,Others,Working
4983,HEALTHY,Others,Working
4984,HEALTHY,Cleaning_Staff,Working
4985,HEALTHY,Others,Working
4986,HEALTHY,Others,Working
4987,COVID19,Others,Working
4988,COVID19,Others,Working
4989,HEALTHY,Others,Working
4990,HEALTHY,Cleaning_Staff,Working
4991,HEALTHY,Others,Working
4992,COVID19,Others,Working
4993,HEALTHY,Cleaning_Staff,Working
4994,HEALTHY,Others,Working
4995,HEALTHY,Others,Working
4996,HEALTHY,Others,Working
4997,HEALTHY,Others,Working
4998,HEALTHY,Others,Working
4999,HEALTHY,Others,Working
5000,COVID19,Others,Working
5001,HEALTHY,Others,Working
5002,HEALTHY,Others,Working
5003,HEALTHY,Cleaning_Staff,Working
5004,HEALTHY,Others,Working
5005,COVID19,Others,Working
5006,HEALTHY,Others,Working
5007,HEALTHY,Others,Working
5008,COVID19,Others,Working
5009,COVID19,Others,Working
5010,HEALTHY,Others,Working
5011,HEALTHY,Others,Working
5012,HEALTHY,Cleaning_Staff,Working
5013,HEALTHY,Others,Working
5014,HEALTHY,Others,Working
5015,COVID19,Others,Working
5016,HEALTHY,Others,Working
5017,COVID19,Others,Working
5018,HEALTHY,Cleaning_Staff,Working
5019,HEALTHY,Others,Working
5020,HEALTHY,Others,Working
5021,HEALTHY,Others,Working
5022,HEALTHY,Cleaning_Staff,Working
5023,HEALTHY,Others,Working
5024,HEALTHY,Others,Working
5025,HEALTHY,Others,Working
5026,HEALTHY,Others,Working
5027,HEALTHY,Others,Working
5028,COVID19,Others,Working
5029,HEALTHY,Others,Working
5030,HEALTHY,Others,Working
5031,HEALTHY,Others,Working
5032,HEALTHY,Others,Working
5033,HEALTHY,Cleaning_Staff,Working
5034,HEALTHY,Cleaning_Staff,Working
5035,HEALTHY,Cleaning_Staff,Working
5036,COVID19,Others,Working
5037,HEALTHY,Others,Working
5038,HEALTHY,Others,Working
5039,HEALTHY,Others,Working
5040,HEALTHY,Others,Working
5041,HEALTHY,Others,Working
5042,HEALTHY,Others,Working
5043,COVID19,Others,Working
5044,HEALTHY,Others,Working
5045,HEALTHY,Cleaning_Staff,Working
5046,HEALTHY,Others,Working
5047,HEALTHY,Others,Working
5048,HEALTHY,Others,Working
5049,HEALTHY,Others,Working
5050,COVID19,Others,Working
5051,COVID19,Others,Working
5052,HEALTHY,Others,Working
5053,HEALTHY,Others,Working
5054,HEALTHY,Cleaning_Staff,Working
5055,HEALTHY,Others,Working
5056,HEALTHY,Others,Working
5057,HEALTHY,Others,Working
5058,HEALTHY,Others,Working
5059,HEALTHY,Others,Working
5060,HEALTHY,Others,Working
5061,HEALTHY,Cleaning_Staff,Working
5062,HEALTHY,Others,Working
5063,HEALTHY,Others,Working
5064,HEALTHY,Cleaning_Staff,Working
5065,HEALTHY,Others,Working
5066,HEALTHY,Others,Working
5067,HEALTHY,Others,Working
5068,HEALTHY,Cleaning_Staff,Working
5069,HEALTHY,Others,Working
5070,HEALTHY,Others,Working
5071,HEALTHY,Others,Working
5072,HEALTHY,Others,Working
5073,HEALTHY,Cleaning_Staff,Working
5074,HEALTHY,Others,Working
5075,COVID19,Others,Working
5076,HEALTHY,Others,Working
5077,HEALTHY,Others,Working
5078,HEALTHY,Others,Working
5079,COVID19,Others,Working
5080,HEALTHY,Others,Working
5081,HEALTHY,Others,Working
5082,COVID19,Others,Working
5083,HEALTHY,Others,Working
5084,HEALTHY,Others,Working
5085,HEALTHY,Cleaning_Staff,Working
5086,HEALTHY,Others,Working
5087,HEALTHY,Others,Working
5088,HEALTHY,Others,Working
5089,HEALTHY,Others,Working
5090,HEALTHY,Others,Working
5091,HEALTHY,Others,Working
5092,HEALTHY,Others,Working
5093,HEALTHY,Others,Working
5094,COVID19,Others,Working
5095,COVID19,Others,Working
5096,COVID19,Others,Working
5097,HEALTHY,Others,Working
5098,HEALTHY,Cleaning_Staff,Working
5099,HEALTHY,Others,Working
5100,COVID19,Others,Working
5101,COVID19,Others,Working
5102,HEALTHY,Others,Working
5103,HEALTHY,Cleaning_Staff,Working
5104,HEALTHY,Others,Working
5105,HEALTHY,Others,Working
5106,COVID19,Others,Working
5107,HEALTHY,Others,Working
5108,HEALTHY,Others,Working
5109,HEALTHY,Others,Working
5110,COVID19,Others,Working
5111,HEALTHY,Others,Working
5112,HEALTHY,Others,Working
5113,HEALTHY,Others,Working
5114,HEALTHY,Others,Working
5115,COVID19,Others,Working
5116,HEALTHY,Others,Working
5117,HEALTHY,Others,Working
5118,HEALTHY,Others,Working
5119,HEALTHY,Others,Working
5120,HEALTHY,Others,Working
5121,COVID19,Others,Working
5122,COVID19,Others,Working
5123,COVID19,Others,Working
5124,HEALTHY,Others,Working
5125,HEALTHY,Others,Working
5126,HEALTHY,Cleaning_Staff,Working
5127,COVID19,Others,Working
5128,HEALTHY,Others,Working
5129,HEALTHY,Others,Working
5130,HEALTHY,Others,Working
5131,HEALTHY,Others,Working
5132,HEALTHY,Others,Working
5133,HEALTHY,Others,Working
5134,HEALTHY,Others,Working
5135,HEALTHY,Others,Working
5136,HEALTHY,Others,Working
5137,HEALTHY,Others,Working
5138,HEALTHY,Others,Working
5139,HEALTHY,Others,Working
5140,HEALTHY,Others,Working
5141,COVID19,Others,Working
5142,HEALTHY,Others,Working
5143,HEALTHY,Others,Working
5144,HEALTHY,Others,Working
5145,COVID19,Others,Working
5146,HEALTHY,Others,Working
5147,HEALTHY,Others,Working
5148,HEALTHY,Others,Working
5149,HEALTHY,Cleaning_Staff,Working
5150,HEALTHY,Others,Working
5151,HEALTHY,Others,Working
5152,HEALTHY,Others,Working
5153,HEALTHY,Others,Working
5154,COVID19,Others,Working
5155,COVID19,Others,Working
5156,HEALTHY,Others,Working
5157,HEALTHY,Others,Working
5158,HEALTHY,Others,Working
5159,COVID19,Others,Working
5160,HEALTHY,Others,Working
5161,HEALTHY,Cleaning_Staff,Working
5162,HEALTHY,Others,Working
5163,HEALTHY,Others,Working
5164,HEALTHY,Others,Working
5165,HEALTHY,Others,Working
5166,COVID19,Others,Working
5167,HEALTHY,Cleaning_Staff,Working
5168,HEALTHY,Others,Working
5169,COVID19,Others,Working
5170,HEALTHY,Others,Working
5171,HEALTHY,Others,Working
5172,HEALTHY,Others,Working
5173,HEALTHY,Others,Working
5174,HEALTHY,Cleaning_Staff,Working
5175,COVID19,Others,Working
5176,HEALTHY,Others,Working
5177,HEALTHY,Others,Working
5178,COVID19,Others,Working
5179,COVID19,Others,Working
5180,HEALTHY,Others,Working
5181,COVID19,Others,Working
5182,HEALTHY,Others,Working
5183,COVID19,Others,Working
5184,COVID19,Others,Working
5185,HEALTHY,Others,Working
5186,HEALTHY,Others,Working
5187,HEALTHY,Others,Working
5188,COVID19,Others,Working
5189,HEALTHY,Others,Working
5190,COVID19,Others,Working
5191,HEALTHY,Others,Working
5192,HEALTHY,Others,Working
5193,HEALTHY,Others,Working
5194,HEALTHY,Cleaning_Staff,Working
5195,HEALTHY,Others,Working
5196,HEALTHY,Others,Working
5197,HEALTHY,Others,Working
5198,HEALTHY,Others,Working
5199,HEALTHY,Others,Working
5200,HEALTHY,Cleaning_Staff,Working
5201,HEALTHY,Cleaning_Staff,Working
5202,HEALTHY,Others,Working
5203,HEALTHY,Others,Working
5204,HEALTHY,Others,Working
5205,HEALTHY,Others,Working
5206,HEALTHY,Others,Working
5207,HEALTHY,Others,Working
5208,HEALTHY,Others,Working
5209,HEALTHY,Others,Working
5210,HEALTHY,Cleaning_Staff,Working
5211,HEALTHY,Cleaning_Staff,Working
5212,HEALTHY,Cleaning_Staff,Working
5213,HEALTHY,Others,Working
5214,COVID19,Others,Working
5215,COVID19,Others,Working
5216,HEALTHY,Others,Working
5217,HEALTHY,Others,Working
5218,HEALTHY,Others,Working
5219,COVID19,Others,Working
5220,HEALTHY,Others,Working
5221,HEALTHY,Others,Working
5222,COVID19,Others,Working
5223,HEALTHY,Others,Working
5224,HEALTHY,Others,Working
5225,HEALTHY,Cleaning_Staff,Working
5226,HEALTHY,Others,Working
5227,HEALTHY,Others,Working
5228,HEALTHY,Others,Working
5229,HEALTHY,Others,Working
5230,HEALTHY,Cleaning_Staff,Working
5231,HEALTHY,Others,Working
5232,HEALTHY,Others,Working
5233,HEALTHY,Others,Working
5234,HEALTHY,Others,Working
5235,HEALTHY,Others,Working
5236,HEALTHY,Others,Working
5237,HEALTHY,Others,Working
5238,HEALTHY,Others,Working
5239,HEALTHY,Others,Working
5240,HEALTHY,Cleaning_Staff,Working
5241,COVID19,Others,Working
5242,HEALTHY,Cleaning_Staff,Working
5243,HEALTHY,Others,Working
5244,HEALTHY,Others,Working
5245,HEALTHY,Cleaning_Staff,Working
5246,HEALTHY,Others,Working
5247,HEALTHY,Others,Working
5248,HEALTHY,Others,Working
5249,HEALTHY,Others,Working
5250,HEALTHY,Cleaning_Staff,Working
5251,HEALTHY,Others,Working
5252,HEALTHY,Others,Working
5253,HEALTHY,Others,Working
5254,HEALTHY,Others,Working
5255,HEALTHY,Cleaning_Staff,Working
5256,HEALTHY,Others,Working
5257,HEALTHY,Others,Working
5258,HEALTHY,Others,Working
5259,HEALTHY,Others,Working
5260,HEALTHY,Others,Working
5261,HEALTHY,Others,Working
5262,COVID19,Others,Working
5263,HEALTHY,Others,Working
5264,HEALTHY,Others,Working
5265,HEALTHY,Others,Working
5266,HEALTHY,Others,Working
5267,HEALTHY,Others,Working
5268,HEALTHY,Others,Working
5269,HEALTHY,Others,Working
5270,HEALTHY,Others,Working
5271,HEALTHY,Others,Working
5272,HEALTHY,Others,Working
5273,HEALTHY,Others,Working
5274,HEALTHY,Others,Working
5275,COVID19,Others,Working
5276,COVID19,Others,Working
5277,HEALTHY,Others,Working
5278,COVID19,Others,Working
5279,HEALTHY,Others,Working
5280,COVID19,Others,Working
5281,COVID19,Others,Working
5282,HEALTHY,Others,Working
5283,HEALTHY,Others,Working
5284,HEALTHY,Others,Working
5285,COVID19,Others,Working
5286,COVID19,Others,Working
5287,COVID19,Others,Working
5288,HEALTHY,Others,Working
5289,HEALTHY,Others,Working
5290,HEALTHY,Others,Working
5291,HEALTHY,Others,Working
5292,HEALTHY,Others,Working
5293,COVID19,Others,Working
5294,HEALTHY,Others,Working
5295,HEALTHY,Cleaning_Staff,Working
5296,HEALTHY,Others,Working
5297,HEALTHY,Others,Working
5298,HEALTHY,Others,Working
5299,COVID19,Others,Working
5300,HEALTHY,Others,Working
5301,COVID19,Others,Working
5302,HEALTHY,Others,Working
5303,HEALTHY,Others,Working
5304,HEALTHY,Others,Working
5305,COVID19,Others,Working
5306,COVID19,Others,Working
5307,HEALTHY,Others,Working
5308,HEALTHY,Cleaning_Staff,Working
5309,HEALTHY,Others,Working
5310,COVID19,Others,Working
5311,HEALTHY,Others,Working
5312,COVID19,Others,Working
5313,HEALTHY,Others,Working
5314,HEALTHY,Others,Working
5315,HEALTHY,Others,Working
5316,HEALTHY,Others,Working
5317,HEALTHY,Others,Working
5318,COVID19,Others,Working
5319,HEALTHY,Cleaning_Staff,Working
5320,HEALTHY,Others,Working
5321,HEALTHY,Cleaning_Staff,Working
5322,HEALTHY,Others,Working
5323,COVID19,Others,Working
5324,COVID19,Others,Working
5325,COVID19,Others,Working
5326,HEALTHY,Others,Working
5327,HEALTHY,Others,Working
5328,HEALTHY,Others,Working
5329,HEALTHY,Others,Working
5330,HEALTHY,Others,Working
5331,HEALTHY,Others,Working
5332,HEALTHY,Others,Working
5333,HEALTHY,Others,Working
5334,HEALTHY,Others,Working
5335,HEALTHY,Others,Working
5336,HEALTHY,Others,Working
5337,COVID19,Others,Working
5338,HEALTHY,Cleaning_Staff,Working
5339,HEALTHY,Others,Working
5340,HEALTHY,Others,Working
5341,HEALTHY,Cleaning_Staff,Working
5342,HEALTHY,Others,Working
5343,HEALTHY,Others,Working
5344,COVID19,Others,Working
5345,HEALTHY,Others,Working
5346,HEALTHY,Cleaning_Staff,Working
5347,HEALTHY,Others,Working
5348,HEALTHY,Others,Working
5349,HEALTHY,Others,Working
5350,COVID19,Others,Working
5351,HEALTHY,Others,Working
5352,HEALTHY,Others,Working
5353,COVID19,Others,Working
5354,HEALTHY,Cleaning_Staff,Working
5355,HEALTHY,Others,Working
5356,HEALTHY,Others,Working
5357,HEALTHY,Others,Working
5358,HEALTHY,Others,Working
5359,HEALTHY,Cleaning_Staff,Working
5360,HEALTHY,Others,Working
5361,HEALTHY,Others,Working
5362,COVID19,Others,Working
5363,HEALTHY,Others,Working
5364,COVID19,Others,Working
5365,HEALTHY,Others,Working
5366,HEALTHY,Others,Working
5367,HEALTHY,Others,Working
5368,HEALTHY,Others,Working
5369,HEALTHY,Others,Working
5370,COVID19,Others,Working
5371,COVID19,Others,Working
5372,HEALTHY,Others,Working
5373,HEALTHY,Cleaning_Staff,Working
5374,HEALTHY,Others,Working
5375,HEALTHY,Others,Working
5376,HEALTHY,Others,Working
5377,HEALTHY,Others,Working
5378,HEALTHY,Others,Working
5379,HEALTHY,Others,Working
5380,COVID19,Others,Working
5381,HEALTHY,Others,Working
5382,HEALTHY,Cleaning_Staff,Working
5383,HEALTHY,Others,Working
5384,HEALTHY,Others,Working
5385,COVID19,Others,Working
5386,HEALTHY,Cleaning_Staff,Working
5387,HEALTHY,Others,Working
5388,HEALTHY,Others,Working
5389,COVID19,Others,Working
5390,HEALTHY,Cleaning_Staff,Working
5391,COVID19,Others,Working
5392,HEALTHY,Others,Working
5393,HEALTHY,Others,Working
5394,HEALTHY,Others,Working
5395,HEALTHY,Others,Working
5396,HEALTHY,Others,Working
5397,HEALTHY,Others,Working
5398,HEALTHY,Others,Working
5399,HEALTHY,Others,Working
5400,HEALTHY,Others,Working
5401,COVID19,Others,Working
5402,HEALTHY,Others,Working
5403,HEALTHY,Others,Working
5404,HEALTHY,Others,Working
5405,HEALTHY,Others,Working
5406,COVID19,Others,Working
5407,HEALTHY,Others,Working
5408,HEALTHY,Cleaning_Staff,Working
5409,HEALTHY,Others,Working
5410,HEALTHY,Others,Working
5411,COVID19,Others,Working
5412,HEALTHY,Others,Working
5413,HEALTHY,Others,Working
5414,HEALTHY,Others,Working
5415,HEALTHY,Others,Working
5416,HEALTHY,Others,Working
5417,HEALTHY,Others,Working
5418,HEALTHY,Others,Working
5419,HEALTHY,Others,Working
5420,HEALTHY,Others,Working
5421,COVID19,Others,Working
5422,HEALTHY,Others,Working
5423,HEALTHY,Others,Working
5424,HEALTHY,Others,Working
5425,HEALTHY,Cleaning_Staff,Working
5426,HEALTHY,Others,Working
5427,HEALTHY,Others,Working
5428,HEALTHY,Others,Working
5429,HEALTHY,Cleaning_Staff,Working
5430,HEALTHY,Others,Working
5431,HEALTHY,Others,Working
5432,HEALTHY,Others,Working
5433,HEALTHY,Cleaning_Staff,Working
5434,HEALTHY,Others,Working
5435,HEALTHY,Others,Working
5436,HEALTHY,Others,Working
5437,HEALTHY,Others,Working
5438,COVID19,Others,Working
5439,HEALTHY,Others,Working
5440,HEALTHY,Others,Working
5441,HEALTHY,Others,Working
5442,HEALTHY,Others,Working
5443,HEALTHY,Others,Working
5444,HEALTHY,Cleaning_Staff,Working
5445,HEALTHY,Others,Working
5446,HEALTHY,Others,Working
5447,HEALTHY,Others,Working
5448,HEALTHY,Others,Working
5449,HEALTHY,Others,Working
5450,COVID19,Others,Working
5451,HEALTHY,Others,Working
5452,HEALTHY,Cleaning_Staff,Working
5453,HEALTHY,Others,Working
5454,HEALTHY,Others,Working
5455,COVID19,Others,Working
5456,COVID19,Others,Working
5457,HEALTHY,Others,Working
5458,HEALTHY,Others,Working
5459,HEALTHY,Cleaning_Staff,Working
5460,HEALTHY,Others,Working
5461,COVID19,Others,Working
5462,HEALTHY,Others,Working
5463,HEALTHY,Others,Working
5464,HEALTHY,Others,Working
5465,HEALTHY,Cleaning_Staff,Working
5466,HEALTHY,Others,Working
5467,COVID19,Others,Working
5468,HEALTHY,Others,Working
5469,HEALTHY,Others,Working
5470,COVID19,Others,Working
5471,HEALTHY,Others,Working
5472,HEALTHY,Others,Working
5473,COVID19,Others,Working
5474,COVID19,Others,Working
5475,HEALTHY,Cleaning_Staff,Working
5476,COVID19,Others,Working
5477,HEALTHY,Others,Working
5478,HEALTHY,Others,Working
5479,COVID19,Others,Working
5480,HEALTHY,Others,Working
5481,HEALTHY,Others,Working
5482,HEALTHY,Cleaning_Staff,Working
5483,HEALTHY,Others,Working
5484,HEALTHY,Others,Working
5485,HEALTHY,Cleaning_Staff,Working
5486,HEALTHY,Others,Working
5487,HEALTHY,Others,Working
5488,HEALTHY,Others,Working
5489,HEALTHY,Others,Working
5490,HEALTHY,Cleaning_Staff,Working
5491,HEALTHY,Others,Working
5492,HEALTHY,Others,Working
5493,HEALTHY,Others,Working
5494,HEALTHY,Others,Working
5495,HEALTHY,Others,Working
5496,HEALTHY,Cleaning_Staff,Working
5497,HEALTHY,Others,Working
5498,COVID19,Others,Working
5499,HEALTHY,Cleaning_Staff,Working
5500,HEALTHY,Cleaning_Staff,Working
5501,HEALTHY,Others,Working
5502,HEALTHY,Others,Working
5503,COVID19,Others,Working
5504,HEALTHY,Others,Working
5505,HEALTHY,Others,Working
5506,COVID19,Others,Working
5507,COVID19,Others,Working
5508,HEALTHY,Others,Working
5509,HEALTHY,Others,Working
5510,HEALTHY,Others,Working
5511,HEALTHY,Others,Working
5512,HEALTHY,Others,Working
5513,HEALTHY,Others,Working
5514,HEALTHY,Others,Working
5515,HEALTHY,Cleaning_Staff,Working
5516,COVID19,Others,Working
5517,HEALTHY,Others,Working
5518,COVID19,Others,Working
5519,HEALTHY,Others,Working
5520,COVID19,Others,Working
5521,HEALTHY,Others,Working
5522,HEALTHY,Others,Working
5523,HEALTHY,Others,Working
5524,COVID19,Others,Working
5525,COVID19,Others,Working
5526,HEALTHY,Others,Working
5527,HEALTHY,Others,Working
5528,HEALTHY,Cleaning_Staff,Working
5529,HEALTHY,Cleaning_Staff,Working
5530,HEALTHY,Others,Working
5531,COVID19,Others,Working
5532,HEALTHY,Others,Working
5533,HEALTHY,Others,Working
5534,COVID19,Others,Working
5535,HEALTHY,Others,Working
5536,HEALTHY,Others,Working
5537,HEALTHY,Others,Working
5538,COVID19,Others,Working
5539,HEALTHY,Others,Working
5540,HEALTHY,Others,Working
5541,HEALTHY,Others,Working
5542,HEALTHY,Others,Working
5543,COVID19,Others,Working
5544,HEALTHY,Others,Working
5545,HEALTHY,Others,Working
5546,HEALTHY,Others,Working
5547,HEALTHY,Others,Working
5548,COVID19,Others,Working
5549,HEALTHY,Others,Working
5550,HEALTHY,Others,Working
5551,HEALTHY,Others,Working
5552,HEALTHY,Others,Working
5553,HEALTHY,Others,Working
5554,HEALTHY,Others,Working
5555,HEALTHY,Others,Working
5556,HEALTHY,Others,Working
5557,COVID19,Others,Working
5558,HEALTHY,Others,Working
5559,HEALTHY,Cleaning_Staff,Working
5560,HEALTHY,Others,Working
5561,HEALTHY,Cleaning_Staff,Working
5562,HEALTHY,Others,Working
5563,HEALTHY,Others,Working
5564,HEALTHY,Cleaning_Staff,Working
5565,HEALTHY,Others,Working
5566,HEALTHY,Others,Working
5567,HEALTHY,Others,Working
5568,HEALTHY,Others,Working
5569,HEALTHY,Others,Working
5570,HEALTHY,Others,Working
5571,COVID19,Others,Working
5572,HEALTHY,Others,Working
5573,COVID19,Others,Working
5574,HEALTHY,Others,Working
5575,HEALTHY,Others,Working
5576,HEALTHY,Others,Working
5577,HEALTHY,Others,Working
5578,HEALTHY,Others,Working
5579,HEALTHY,Cleaning_Staff,Working
5580,HEALTHY,Others,Working
5581,HEALTHY,Others,Working
5582,HEALTHY,Others,Working
5583,HEALTHY,Others,Working
5584,HEALTHY,Others,Working
5585,HEALTHY,Others,Working
5586,HEALTHY,Others,Working
5587,COVID19,Others,Working
5588,HEALTHY,Cleaning_Staff,Working
5589,HEALTHY,Cleaning_Staff,Working
5590,HEALTHY,Others,Working
5591,COVID19,Others,Working
5592,HEALTHY,Others,Working
5593,COVID19,Others,Working
5594,HEALTHY,Others,Working
5595,HEALTHY,Cleaning_Staff,Working
5596,HEALTHY,Others,Working
5597,HEALTHY,Others,Working
5598,HEALTHY,Others,Working
5599,HEALTHY,Others,Working
5600,HEALTHY,Others,Working
5601,HEALTHY,Others,Working
5602,HEALTHY,Others,Working
5603,HEALTHY,Others,Working
5604,COVID19,Others,Working
5605,HEALTHY,Cleaning_Staff,Working
5606,HEALTHY,Cleaning_Staff,Working
5607,HEALTHY,Cleaning_Staff,Working
5608,COVID19,Others,Working
5609,HEALTHY,Others,Working
5610,HEALTHY,Cleaning_Staff,Working
5611,COVID19,Others,Working
5612,HEALTHY,Others,Working
5613,HEALTHY,Others,Working
5614,HEALTHY,Others,Working
5615,COVID19,Others,Working
5616,HEALTHY,Others,Working
5617,HEALTHY,Others,Working
5618,HEALTHY,Others,Working
5619,HEALTHY,Others,Working
5620,HEALTHY,Others,Working
5621,HEALTHY,Others,Working
5622,HEALTHY,Others,Working
5623,HEALTHY,Others,Working
5624,HEALTHY,Others,Working
5625,HEALTHY,Others,Working
5626,HEALTHY,Others,Working
5627,HEALTHY,Cleaning_Staff,Working
5628,HEALTHY,Others,Working
5629,HEALTHY,Others,Working
5630,HEALTHY,Others,Working
5631,HEALTHY,Cleaning_Staff,Working
5632,HEALTHY,Cleaning_Staff,Working
5633,HEALTHY,Others,Working
5634,COVID19,Others,Working
5635,COVID19,Others,Working
5636,HEALTHY,Others,Working
5637,COVID19,Others,Working
5638,HEALTHY,Others,Working
5639,HEALTHY,Others,Working
5640,COVID19,Others,Working
5641,HEALTHY,Others,Working
5642,HEALTHY,Others,Working
5643,HEALTHY,Others,Working
5644,COVID19,Others,Working
5645,HEALTHY,Cleaning_Staff,Working
5646,HEALTHY,Others,Working
5647,HEALTHY,Others,Working
5648,HEALTHY,Others,Working
5649,HEALTHY,Others,Working
5650,HEALTHY,Cleaning_Staff,Working
5651,HEALTHY,Others,Working
5652,HEALTHY,Cleaning_Staff,Working
5653,HEALTHY,Others,Working
5654,HEALTHY,Others,Working
5655,HEALTHY,Others,Working
5656,HEALTHY,Others,Working
5657,HEALTHY,Others,Working
5658,HEALTHY,Others,Working
5659,COVID19,Others,Working
5660,HEALTHY,Others,Working
5661,COVID19,Others,Working
5662,HEALTHY,Others,Working
5663,COVID19,Others,Working
5664,HEALTHY,Others,Working
5665,HEALTHY,Others,Working
5666,HEALTHY,Others,Working
5667,COVID19,Others,Working
5668,HEALTHY,Others,Working
5669,HEALTHY,Others,Working
5670,HEALTHY,Others,Working
5671,COVID19,Others,Working
5672,HEALTHY,Others,Working
5673,HEALTHY,Others,Working
5674,HEALTHY,Others,Working
5675,HEALTHY,Others,Working
5676,HEALTHY,Others,Working
5677,HEALTHY,Others,Working
5678,HEALTHY,Others,Working
5679,HEALTHY,Others,Working
5680,HEALTHY,Others,Working
5681,HEALTHY,Others,Working
5682,HEALTHY,Others,Working
5683,HEALTHY,Others,Working
5684,HEALTHY,Others,Working
5685,HEALTHY,Cleaning_Staff,Working
5686,HEALTHY,Others,Working
5687,HEALTHY,Others,Working
5688,HEALTHY,Cleaning_Staff,Working
5689,HEALTHY,Others,Working
5690,HEALTHY,Others,Working
5691,HEALTHY,Others,Working
5692,HEALTHY,Cleaning_Staff,Working
5693,HEALTHY,Others,Working
5694,COVID19,Others,Working
5695,HEALTHY,Others,Working
5696,COVID19,Others,Working
5697,HEALTHY,Others,Working
5698,COVID19,Others,Working
5699,HEALTHY,Others,Working
5700,HEALTHY,Others,Working
5701,HEALTHY,Others,Working
5702,HEALTHY,Others,Working
5703,COVID19,Others,Working
5704,HEALTHY,Others,Working
5705,HEALTHY,Others,Working
5706,HEALTHY,Others,Working
5707,COVID19,Others,Working
5708,HEALTHY,Others,Working
5709,HEALTHY,Others,Working
5710,HEALTHY,Others,Working
5711,HEALTHY,Others,Working
5712,HEALTHY,Others,Working
5713,HEALTHY,Others,Working
5714,HEALTHY,Others,Working
5715,HEALTHY,Others,Working
5716,HEALTHY,Others,Working
5717,HEALTHY,Others,Working
5718,HEALTHY,Others,Working
5719,HEALTHY,Cleaning_Staff,Working
5720,HEALTHY,Others,Working
5721,COVID19,Others,Working
5722,HEALTHY,Others,Working
5723,HEALTHY,Others,Working
5724,HEALTHY,Others,Working
5725,HEALTHY,Others,Working
5726,HEALTHY,Others,Working
5727,HEALTHY,Others,Working
5728,HEALTHY,Others,Working
5729,HEALTHY,Others,Working
5730,HEALTHY,Others,Working
5731,HEALTHY,Others,Working
5732,HEALTHY,Others,Working
5733,HEALTHY,Others,Working
5734,HEALTHY,Others,Working
5735,HEALTHY,Others,Working
5736,COVID19,Others,Working
5737,HEALTHY,Others,Working
5738,COVID19,Others,Working
5739,HEALTHY,Others,Working
5740,COVID19,Others,Working
5741,HEALTHY,Others,Working
5742,COVID19,Others,Working
5743,COVID19,Others,Working
5744,COVID19,Others,Working
5745,HEALTHY,Others,Working
5746,COVID19,Others,Working
5747,HEALTHY,Others,Working
5748,HEALTHY,Others,Working
5749,HEALTHY,Others,Working
5750,HEALTHY,Others,Working
5751,HEALTHY,Others,Working
5752,HEALTHY,Others,Working
5753,COVID19,Others,Working
5754,HEALTHY,Cleaning_Staff,Working
5755,HEALTHY,Others,Working
5756,HEALTHY,Others,Working
5757,HEALTHY,Cleaning_Staff,Working
5758,HEALTHY,Others,Working
5759,HEALTHY,Cleaning_Staff,Working
5760,HEALTHY,Others,Working
5761,COVID19,Others,Working
5762,HEALTHY,Others,Working
5763,HEALTHY,Others,Working
5764,HEALTHY,Others,Working
5765,COVID19,Others,Working
5766,HEALTHY,Others,Working
5767,HEALTHY,Others,Working
5768,HEALTHY,Others,Working
5769,COVID19,Others,Working
5770,HEALTHY,Others,Working
5771,HEALTHY,Others,Working
5772,COVID19,Others,Working
5773,COVID19,Others,Working
5774,HEALTHY,Others,Working
5775,HEALTHY,Others,Working
5776,HEALTHY,Others,Working
5777,COVID19,Others,Working
5778,HEALTHY,Others,Working
5779,HEALTHY,Others,Working
5780,HEALTHY,Others,Working
5781,HEALTHY,Others,Working
5782,HEALTHY,Others,Working
5783,HEALTHY,Others,Working
5784,HEALTHY,Cleaning_Staff,Working
5785,HEALTHY,Others,Working
5786,HEALTHY,Others,Working
5787,HEALTHY,Others,Working
5788,HEALTHY,Others,Working
5789,HEALTHY,Others,Working
5790,HEALTHY,Cleaning_Staff,Working
5791,HEALTHY,Others,Working
5792,HEALTHY,Cleaning_Staff,Working
5793,COVID19,Others,Working
5794,HEALTHY,Others,Working
5795,HEALTHY,Cleaning_Staff,Working
5796,HEALTHY,Others,Working
5797,HEALTHY,Cleaning_Staff,Working
5798,HEALTHY,Others,Working
5799,HEALTHY,Others,Working
5800,HEALTHY,Others,Working
